momentID,momentVehicleClassLower,momentVehicleClass,momentType,momentVehicle,momentVehicleTop,momentAdditional,momentIn,momentOut,momentDuration,momentDurationTop,movieID,movieName,movieYear,movieActor,movieDuration,inVehicleDuration,inVehicleFraction,movieDescription,momentDurationStacked
M20V15,helicopter,Helicopter,air-based,Apache,0_Other,,6421,6434,13,13,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7721
M20V16,airplane,Airplane,air-based,PHASST (Programmable High Altitude Single Soldier Transport),0_Other,,6434,6459,25,25,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",7746
M20V18,airplane,Airplane,air-based,Antonov An-124-100 Ruslan ,0_Other,crashed,6574,7400,826,826,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",8576
M20V19,helicopter,Helicopter,air-based,MD Helicopters MD 500,0_Other,,7400,7505,105,105,M20,Die Another Day,2002,Pierce Brosnan,7980,2511,31%,"This one is not most people's favorite Bond movie, but we do get to see some memorable vehicles: the Aston Martin Vanquish, the hovercraft chase in the opening scene, snowspeeders, and the Antonov crashing during the finale.",8681
M21V01,truck,Truck,land-based,2005 New Holland W190 B ,0_Other,"driver, chasing",702,724,22,22,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",22
M21V02,car,Car,land-based,1985 Chevrolet Chevy Van ,0_Other,"passenger, hanging on, chasing",991,1008,17,17,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",39
M21V03,airplane,Airplane,air-based,De Havilland Canada DHC-6-300 Twin Otter,0_Other,,1536,1548,12,12,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",51
M21V04,car,Car,land-based,2006 Ford Mondeo MkIV,0_Other,driver,1560,1592,32,32,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",83
M21V05,car,Car,land-based,2006 Land-Rover Range Rover Sport,0_Other,driver,1626,1649,23,23,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",106
M21V09,car,Car,land-based,1999 Ford Crown Victoria,0_Other,"taxi, passenger",2403,2431,28,28,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",174
M21V10,car,Car,land-based,1999 Ford Crown Victoria,0_Other,"taxi, passenger",2578,2587,9,9,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",183
M21V11,truck,Truck,land-based,1989 International 4000-Series ,0_Other,"passenger, hanging on, chasing",2904,2953,49,49,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",232
M21V12,truck,Truck,land-based,1989 International 4000-Series ,0_Other,"passenger, hanging on, chasing",2983,3174,191,191,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",423
M21V13,helicopter,Helicopter,air-based,MD Helicopters MD 500,0_Other,,3243,3254,11,11,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",434
M21V15,car,Car,land-based,1987 Daimler Limousine,0_Other,passenger,3747,3824,77,77,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",772
M21V16,car,Car,land-based,2007 Aston Martin DBS,0_Other,driver,3900,3928,28,28,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",800
M21V17,car,Car,land-based,2007 Aston Martin DBS,0_Other,driver,3933,3948,15,15,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",815
M21V18,car,Car,land-based,2007 Aston Martin DBS,0_Other,"driver, chasing, crashed",6388,6435,47,47,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",862
M21V19,car,Car,land-based,2005 Jaguar XJR,0_Other,passenger,6490,6508,18,18,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",880
M21V20,boat,Boat,water-based,Spirit 54,0_Other,,7340,7431,91,91,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",971
M21V21,boat,Boat,water-based,Spirit 54,0_Other,,8200,8328,128,128,M21,Casino Royale,2006,Daniel Craig,8640,1099,13%,"A successful reboot of the franchise, and more down to earth - Bond doesn't spend a lot of time in vehicles here. But we do see how he gets his famous Aston Martin DB5, and who can forget the train scene where he meets Vesper?",1099
M22V01,car,Car,land-based,2007 Aston Martin DBS,0_Other,"driver, chased",40,242,202,202,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1301
M22V02,bus,Bus,land-based,BredaMenarinibus M 220 LS ,0_Other,on top,779,783,4,4,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1305
M22V03,car,Car,land-based,2007 Land-Rover Range Rover Sport,0_Other,passenger,917,930,13,13,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1318
M22V04,car,Car,land-based,Mazda 323,0_Other,"taxi, passenger",1067,1079,12,12,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1330
M22V05,car,Car,land-based,2008 Ford Ka MkII,0_Other,"passenger, chased",1240,1322,82,82,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1412
M22V06,motorcycle,Motorcycle,land-based,Montesa Cota 4RT,0_Other,driver,1336,1471,135,135,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1547
M22V07,motorcycle,Motorcycle,land-based,Montesa Cota 4RT,0_Other,driver,1571,1768,197,197,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1744
M22V08,boat,Boat,water-based,Riddle Marine 'Gardien des Etoiles' 21' Jet Boat ,0_Other,chasing,1784,1809,25,25,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1769
M22V09,boat,Boat,water-based,Sunseeker Superhawk 43,0_Other,,1809,1811,2,2,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1771
M22V10,boat,Boat,water-based,Riddle Marine 'Gardien des Etoiles' 21' Jet Boat ,0_Other,chasing,1811,1988,177,177,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",1948
M22V11,car,Car,land-based,1989 Ford Bronco II,0_Other,driver,2011,2148,137,137,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2085
M22V12,car,Car,land-based,2008 Volvo S40,0_Other,driver,2330,2349,19,19,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2104
M22V13,boat,Boat,water-based,Sunseeker Sovereign 17,0_Other,,2876,2895,19,19,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2123
M22V14,airplane,Airplane,air-based,Unidentified,0_Other,only interior shown,3056,3151,95,95,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2218
M22V15,car,Car,land-based,1988 Nissan Bluebird,0_Other,"taxi, passenger",3200,3239,39,39,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2257
M22V16,car,Car,land-based,1988 Nissan Bluebird,0_Other,"taxi, passenger",3269,3278,9,9,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2266
M22V17,car,Car,land-based,2008 Land-Rover Range Rover Sport HSE,0_Other,driver,3397,3404,7,7,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2273
M22V18,car,Car,land-based,2008 Land-Rover Range Rover Sport HSE ,0_Other,"driver, chased",3677,3707,30,30,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2303
M22V19,car,Car,land-based,2008 Land-Rover Range Rover Sport HSE,0_Other,driver,3867,3902,35,35,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2338
M22V20,airplane,Airplane,air-based,Douglas DC-3 ,0_Other,"chased, crashed",3918,4237,319,319,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2657
M22V22,bus,Bus,land-based,1986 Ford F-Series,0_Other,,4618,4636,18,18,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2678
M22V23,car,Car,land-based,1997 Volkswagen 1200 ,0_Other,passenger,4860,4866,6,6,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2684
M22V24,car,Car,land-based,2007 Land-Rover Defender 110 Station Wagon ,0_Other,"passenger, on top",5393,5400,7,7,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2691
M22V25,car,Car,land-based,2008 Ford Edge SEL,0_Other,driver,5705,5722,17,17,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2708
M22V26,car,Car,land-based,2008 Ford Edge SEL,0_Other,driver,5763,5878,115,115,M22,Quantum of Solace,2008,Daniel Craig,6360,1724,27%,"The shortest Bond movie is often criticized for its lack of storyline and strong villains. Nevertheless, it features  exciting vehicle scenes such as the Aston Martin DBS opening chase scene, and the Douglas DC-3 plane chase.",2823
M23V01,car,Car,land-based,2007 Land-Rover Defender 110 Crew Cab,0_Other,"passenger, chasing",145,222,77,77,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",2900
M23V02,motorcycle,Motorcycle,land-based,Honda CRF 250 R ,0_Other,chasing,249,396,147,147,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3047
M23V04,truck,Truck,land-based,Caterpillar 320 DL,0_Other,,471,569,98,98,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3218
M23V06,car,Car,land-based,2010 Land-Rover Range Rover 4.4 TDV8 Vogue SE Series III,0_Other,passenger,1664,1719,55,55,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3428
M23V07,car,Car,land-based,2010 Mercedes-Benz S 300 ,0_Other,driver,2570,2668,98,98,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3526
M23V08,boat,Boat,water-based,Unidentified,0_Other,,3293,3339,46,46,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3572
M23V09,boat,Boat,water-based,Pruva Yachting 'Chimera',0_Other,,3974,4163,189,189,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3761
M23V12,car,Car,land-based,2011 Jaguar XJ L 3.0 V6 D Portfolio,0_Other,,6156,6226,70,70,M23,Skyfall,2012,Daniel Craig,8580,1373,16%,"Many people's favorite Bond movie, but it doesn't feature many memorable vehicles. Noteworthy are the train and Caterpillar truck in the opening scene, and the London Underground crashing during Silva's escape. The DB5 is destroyed.",3961
M24V01,helicopter,Helicopter,air-based,Messerschmitt-Bölkow-Blohm Bo 105,0_Other,,568,783,215,215,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4411
M24V02,boat,Boat,water-based,Unidentified Inflatable Boat,0_Other,,1373,1460,87,87,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4498
M24V03,car,Car,land-based,2015 Aston Martin DB10,0_Other,driver,1746,1778,32,32,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4530
M24V04,car,Car,land-based,2015 Aston Martin DB10,0_Other,driver,2224,2250,26,26,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4556
M24V05,car,Car,land-based,2015 Aston Martin DB10 ,0_Other,"driver, chased, crashed",2665,3014,349,349,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4905
M24V07,boat,Boat,water-based,Unidentified Motor Boat,0_Other,,3185,3204,19,19,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4950
M24V08,airplane,Airplane,air-based,Fairchild Dornier 328JET,0_Other,,3772,3788,16,16,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",4966
M24V09,airplane,Airplane,air-based,Britten-Norman BN-2 Islander ,0_Other,"chasing, crashed",4205,4458,253,253,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",5219
M24V11,car,Car,land-based,1948 Rolls-Royce Silver Wraith,0_Other,passenger,5884,5943,59,59,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",5818
M24V12,helicopter,Helicopter,air-based,MD Helicopters MD 500,0_Other,,7049,7080,31,31,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",5849
M24V13,car,Car,land-based,2004 Jaguar XJ ,0_Other,"passenger, crashed",7233,7312,79,79,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",5928
M24V14,truck,Truck,land-based,International 4700 armored truck,0_Other,passenger,7321,7386,65,65,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",5993
M24V15,boat,Boat,water-based,Unidentified speed boat,0_Other,,8045,8185,140,140,M24,Spectre,2015,Daniel Craig,8880,1965,22%,"This movie has a few spectacular vehicle scenes, including the helicopter fight in the pre-credit scene, the Aston Martin DB10 chase through Rome, the plane chase in the Alps, and the fight with Mr. Hinx on the Oriental Desert Express.",6133
M25V02,motorcycle,Motorcycle,land-based,Triumph Scrambler 1200 XE,0_Other,"driver, chasing",1003,1033,30,30,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6252
M25V04,boat,Boat,water-based,Spirit 46,0_Other,,2000,2020,20,20,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6524
M25V05,car,Car,land-based,Land Rover Series III,0_Other,driver,2108,2156,48,48,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6572
M25V06,motorcycle,Motorcycle,land-based,Royal Alloy GT125,0_Other,passenger,2356,2382,26,26,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6598
M25V07,boat,Boat,water-based,Spirit 46,0_Other,,2655,2671,16,16,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6614
M25V08,airplane,Airplane,air-based,Cessna 185,0_Other,,3432,3474,42,42,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6656
M25V09,boat,Boat,water-based,Fishing trawler,0_Other,crashed,3485,3818,333,333,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",6989
M25V10,life raft,Life raft,water-based,Life raft,0_Other,,3828,3846,18,18,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7007
M25V11,car,Car,land-based,1985 Aston Martin V8 Vantage Volante,0_Other,driver,3846,3900,54,54,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7061
M25V12,car,Car,land-based,1985 Aston Martin V8 Vantage Volante,0_Other,driver,5628,5644,16,16,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7077
M25V13,car,Car,land-based,Toyota Land Cruiser,0_Other,"driver, chased",6183,6437,254,254,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7331
M25V14,car,Car,land-based,Aston Martin DBS Superleggera,0_Other,passenger,6729,6776,47,47,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7378
M25V15,airplane,Airplane,air-based,C-17 Globemaster,0_Other,,6781,6883,102,102,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7480
M25V16,airplane,Airplane,air-based,Folding glider,0_Other,,7112,7207,95,95,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7575
M25V17,boat,Boat,water-based,Motor boat,0_Other,,8273,8321,48,48,M25,No Time to Die,2021,Daniel Craig,9780,1462,15%,"The Aston Martin DB5 gets a hard time again in the pre-credit action scene. We also see the return of the Aston Martin V8 from The Living Daylights, and an exciting Land Rover chase in the forests of Norway.",7623
M03V01,car,Car,land-based,1964 Aston Martin DB5 ,1_1964 Aston Martin DB5,"first appearance, shown by Q",1394,1516,122,122,M03,Goldfinger,1964,Sean Connery,6600,1384,21%,"This is possibly most people's favorite Bond movie, with an iconic villain and a lot of memorable scenes. But of course, the movie's highlight is the introduction of the ultimate Bond car: the Aston Martin DB5!",3263
